time,frequency,confidence
3.450,266.980,0.692437
3.460,265.742,0.551832
3.470,275.482,0.690332
3.480,278.591,0.839892
3.490,280.838,0.944080
3.500,280.515,0.958606
3.510,279.194,0.956030
3.520,278.607,0.964093
3.530,278.012,0.969211
3.540,277.632,0.969477
3.550,277.704,0.967430
3.560,278.112,0.967218
3.570,278.430,0.962483
3.580,278.505,0.960976
3.590,277.962,0.967893
3.600,277.551,0.966572
3.610,277.449,0.964891
3.620,277.755,0.964723
3.630,278.379,0.963395
3.640,278.524,0.962764
3.650,278.499,0.963330
3.660,278.604,0.962054
3.670,278.602,0.961220
3.680,278.433,0.965274
3.690,278.610,0.959110
3.700,278.660,0.958342
3.710,278.608,0.958048
3.720,278.371,0.962130
3.730,277.905,0.966986
3.740,277.541,0.967329
3.750,277.337,0.965210
3.760,276.706,0.953228
3.770,275.852,0.958000
3.780,274.733,0.967693
3.790,272.865,0.959876
3.800,270.183,0.901049
3.810,263.292,0.630087
3.820,248.967,0.615672
3.830,244.180,0.890508
3.840,244.742,0.909455
3.850,243.363,0.866268
3.860,240.306,0.848835
3.870,236.849,0.890856
3.880,234.805,0.929872
3.890,233.027,0.919152
3.900,233.047,0.925655
3.910,233.792,0.951390
3.920,235.065,0.946951
3.930,236.469,0.955882
3.940,237.967,0.939759
3.950,238.937,0.952838
3.960,239.484,0.960293
3.970,240.386,0.949005
3.980,240.767,0.953159
3.990,240.463,0.950959
4.000,240.185,0.961284
4.010,240.053,0.964096
4.020,240.435,0.950096
4.030,240.557,0.940358
4.040,240.842,0.953161
4.050,241.900,0.975698
4.060,242.831,0.972149
4.070,243.421,0.959764
4.080,243.732,0.946186
4.090,243.761,0.944446
4.100,244.258,0.958273
4.110,244.612,0.963554
4.120,244.725,0.964927
4.130,244.492,0.963513
4.140,244.380,0.958791
4.150,243.674,0.939498
4.160,242.498,0.972076
4.170,241.136,0.963818
4.180,239.486,0.941579
4.190,237.057,0.917241
4.200,233.068,0.742547
4.210,225.804,0.635367
4.220,219.954,0.652308
4.230,216.187,0.626899
4.240,216.372,0.590841
4.250,214.567,0.664009
4.260,208.103,0.695551
4.270,204.697,0.816425
4.280,203.085,0.811963
4.290,199.397,0.850793
4.300,198.372,0.895752
4.310,198.854,0.891045
4.320,199.824,0.887027
4.330,201.320,0.899864
4.340,202.483,0.891614
4.350,203.343,0.925361
4.360,203.943,0.939605
4.370,204.303,0.937327
4.380,204.626,0.931520
4.390,205.320,0.928525
4.400,206.019,0.939515
4.410,206.167,0.944428
4.420,206.236,0.946283
4.430,206.535,0.939179
4.440,206.816,0.931690
4.450,206.699,0.937802
4.460,207.091,0.924769
4.470,207.889,0.939837
4.480,209.000,0.933050
4.490,209.922,0.934551
4.500,210.247,0.903932
4.510,211.258,0.783615
4.520,217.580,0.580044
4.530,233.729,0.497535
4.540,236.404,0.855688
4.550,237.467,0.931287
4.560,238.861,0.957091
4.570,240.213,0.957310
4.580,241.228,0.970380
4.590,242.439,0.981022
4.600,243.313,0.969012
4.610,244.062,0.956088
4.620,244.238,0.955299
4.630,243.955,0.948008
4.640,242.888,0.970523
4.650,241.529,0.973705
4.660,240.148,0.954817
4.670,238.996,0.960313
4.680,238.730,0.951174
4.690,238.981,0.953241
4.700,239.532,0.969963
4.710,240.655,0.955250
4.720,241.168,0.972288
4.730,242.052,0.982682
4.740,242.543,0.979342
4.750,242.980,0.975336
4.760,243.575,0.957545
4.770,243.933,0.946335
4.780,244.144,0.954802
4.790,243.850,0.943867
4.800,243.088,0.971383
4.810,242.820,0.975764
4.820,242.489,0.980497
4.830,242.728,0.977106
4.840,242.790,0.976246
4.850,243.162,0.965625
4.860,243.077,0.967268
4.870,242.853,0.975522
4.880,242.860,0.974812
4.890,242.906,0.974210
4.900,243.377,0.963111
4.910,243.557,0.958941
4.920,244.081,0.951455
4.930,244.436,0.959407
4.940,244.280,0.957394
4.950,244.184,0.953407
4.960,244.287,0.957200
4.970,244.917,0.962340
4.980,245.401,0.956800
4.990,245.750,0.943494
5.000,246.106,0.927652
5.010,246.365,0.911450
5.020,246.275,0.921448
5.030,246.395,0.918217
5.040,246.746,0.937156
5.050,247.182,0.951243
5.060,247.342,0.951663
5.070,247.448,0.952705
5.080,247.575,0.950778
5.090,247.686,0.947681
5.100,247.357,0.945764
5.110,246.982,0.937298
5.120,246.669,0.922159
5.130,246.755,0.926879
5.140,246.656,0.921067
5.150,246.277,0.920033
5.160,245.714,0.943319
5.170,245.621,0.944361
5.180,245.903,0.941687
5.190,246.344,0.927097
5.200,246.748,0.938070
5.210,247.129,0.948619
5.220,247.080,0.946444
5.230,246.790,0.936098
5.240,246.406,0.919295
5.250,246.441,0.917666
5.260,246.273,0.925305
5.270,246.386,0.916654
5.280,246.188,0.925701
5.290,246.116,0.930897
5.300,245.775,0.949831
5.310,245.896,0.935422
5.320,245.874,0.939029
5.330,245.970,0.934529
5.340,245.789,0.943298
5.350,245.501,0.950839
5.360,245.597,0.955959
5.370,245.354,0.958049
5.380,245.736,0.947026
5.390,245.758,0.948429
5.400,246.158,0.927631
5.410,246.303,0.923853
5.420,246.076,0.931501
5.430,246.177,0.928074
5.440,246.087,0.923520
5.450,246.216,0.926039
5.460,246.604,0.931038
5.470,247.169,0.946682
5.480,247.163,0.945205
5.490,246.722,0.932027
5.500,245.870,0.936187
5.510,245.730,0.938918
5.520,246.166,0.926125
5.530,246.658,0.933002
5.540,246.748,0.938179
5.550,246.528,0.920922
5.560,246.192,0.926549
5.570,245.902,0.935249
5.580,245.887,0.937829
5.590,245.983,0.933040
5.600,246.181,0.926622
5.610,246.047,0.932147
5.620,245.797,0.943334
5.630,245.414,0.957027
5.640,245.372,0.955831
5.650,245.578,0.955747
5.660,245.754,0.947895
5.670,245.802,0.945539
5.680,245.464,0.953925
5.690,245.573,0.946476
5.700,245.655,0.938699
5.710,245.773,0.936251
5.720,245.791,0.935096
5.730,245.963,0.931901
5.740,246.116,0.930369
5.750,246.565,0.926119
5.760,246.438,0.921409
5.770,246.219,0.921330
5.780,245.916,0.938823
5.790,245.690,0.944108
5.800,245.315,0.957679
5.810,245.218,0.956057
5.820,245.560,0.947085
5.830,245.828,0.939670
5.840,246.027,0.929013
5.850,246.150,0.923711
5.860,246.467,0.917233
5.870,246.844,0.936798
5.880,247.674,0.949180
5.890,248.664,0.916855
5.900,249.767,0.930927
5.910,250.562,0.949542
5.920,250.508,0.949616
5.930,250.370,0.954160
5.940,249.754,0.946747
5.950,249.845,0.951248
5.960,249.649,0.944935
5.970,249.547,0.942819
5.980,249.200,0.928677
5.990,248.855,0.926479
6.000,248.456,0.937196
6.010,248.413,0.939784
6.020,247.985,0.945483
6.030,247.752,0.946188
6.040,247.482,0.943795
6.050,247.501,0.945023
6.060,247.555,0.947190
6.070,247.612,0.946861
6.080,247.493,0.946334
6.090,247.311,0.947849
6.100,247.244,0.943103
6.110,246.993,0.935449
6.120,247.092,0.939105
6.130,247.070,0.941706
6.140,247.150,0.943065
6.150,246.915,0.935216
6.160,246.417,0.914637
6.170,246.032,0.929167
6.180,245.757,0.938292
6.190,246.035,0.929148
6.200,246.213,0.924372
6.210,246.396,0.914597
6.220,246.280,0.921315
6.230,246.204,0.920438
6.240,246.279,0.920812
6.250,246.617,0.928240
6.260,246.848,0.939193
6.270,247.065,0.945078
6.280,247.182,0.944268
6.290,247.523,0.943683
6.300,248.653,0.925417
6.310,249.526,0.934602
6.320,250.023,0.949036
6.330,249.819,0.949944
6.340,249.767,0.943787
6.350,250.093,0.955881
6.360,250.022,0.955405
6.370,249.619,0.943848
6.380,248.834,0.924792
6.390,248.279,0.943362
6.400,248.146,0.946644
6.410,248.249,0.940862
6.420,248.306,0.939711
6.430,248.160,0.943286
6.440,248.278,0.940801
6.450,248.466,0.939274
6.460,248.502,0.935086
6.470,248.795,0.922364
6.480,249.000,0.905666
6.490,249.232,0.925029
6.500,248.789,0.918825
6.510,248.249,0.937241
6.520,247.657,0.943805
6.530,247.420,0.945499
6.540,247.251,0.942734
6.550,247.182,0.944934
6.560,246.913,0.935764
6.570,246.395,0.917969
6.580,246.135,0.923131
6.590,245.702,0.944560
6.600,245.765,0.942476
6.610,245.923,0.929527
6.620,246.289,0.913423
6.630,246.457,0.917164
6.640,246.514,0.916161
6.650,247.036,0.933985
6.660,247.091,0.932317
6.670,247.275,0.933643
6.680,247.195,0.923302
6.690,247.139,0.913647
6.700,247.113,0.914324
6.710,246.993,0.896753
6.720,246.790,0.876692
6.730,245.651,0.833149
6.740,244.537,0.804825
6.750,243.983,0.775059
6.760,243.206,0.773007
6.770,243.347,0.851326
6.780,244.904,0.866998
6.790,245.873,0.821749
6.800,245.883,0.821596
6.810,245.585,0.844688
6.820,246.742,0.838892
6.830,248.115,0.861256
6.840,248.470,0.818147
6.850,249.147,0.815122
6.860,248.035,0.680574
6.870,248.508,0.636021
6.880,245.948,0.449664
6.890,246.208,0.238557
6.900,371.885,0.427730
6.910,245.229,0.213249
6.920,242.909,0.635611
6.930,245.725,0.303101
6.940,142.642,0.155102
6.950,85.687,0.028838
6.960,97.649,0.069724
6.970,408.543,0.090582
6.980,284.366,0.101275
6.990,283.249,0.421457
7.000,285.296,0.248380
7.010,287.292,0.205134
7.020,32.155,0.074051
7.030,32.100,0.221128
7.040,287.342,0.129320
7.050,94.663,0.059405
7.060,114.963,0.031999
7.070,114.446,0.142377
7.080,119.225,0.277572
7.090,119.312,0.194865
7.100,100.517,0.036064
7.110,100.979,0.106948
7.120,205.039,0.061067
7.130,203.855,0.072290
7.140,207.082,0.116125
7.150,191.016,0.076762
7.160,197.719,0.193546
7.170,199.316,0.351301
7.180,201.238,0.266659
7.190,96.309,0.061202
7.200,88.751,0.059368
7.210,99.659,0.045862
7.220,99.357,0.074173
7.230,99.355,0.154440
7.240,305.035,0.180612
7.250,306.499,0.244263
7.260,302.274,0.040986
7.270,98.322,0.055404
7.280,416.351,0.172424
7.290,92.466,0.077353
7.300,286.711,0.080984
7.310,95.503,0.125386
7.320,96.392,0.329546
7.330,96.112,0.297320
7.340,287.209,0.527403
7.350,32.361,0.185128
7.360,32.106,0.045139
7.370,99.699,0.051679
7.380,208.284,0.119239
7.390,203.079,0.151902
7.400,203.880,0.170936
7.410,152.861,0.141865
7.420,151.584,0.156371
7.430,150.367,0.408872
7.440,151.350,0.519666
7.450,152.305,0.357232
7.460,153.907,0.025899
7.470,98.604,0.004804
7.480,105.860,0.025185
7.490,310.431,0.089080
7.500,308.870,0.090308
7.510,152.729,0.163223
7.520,152.892,0.054324
7.530,96.707,0.063387
7.540,310.971,0.083153
7.550,309.431,0.104224
7.560,84.926,0.120184
7.570,373.030,0.187116
7.580,405.196,0.163526
7.590,401.304,0.216522
7.600,32.267,0.286350
7.610,195.381,0.120764
7.620,32.136,0.096388
7.630,32.766,0.179227
7.640,32.093,0.396365
7.650,51.157,0.066885
7.660,50.378,0.052066
7.670,85.088,0.042364
7.680,141.223,0.041671
7.690,139.223,0.124997
7.700,143.477,0.321760
7.710,145.299,0.390878
7.720,146.693,0.356048
7.730,146.155,0.442667
7.740,146.848,0.339360
7.750,143.885,0.327589
7.760,141.139,0.216651
7.770,133.115,0.185342
7.780,32.144,0.051977
7.790,93.291,0.171739
7.800,110.422,0.022935
7.810,151.859,0.028851
7.820,83.682,0.084629
7.830,211.558,0.059592
7.840,43.875,0.201006
7.850,44.062,0.291959
7.860,91.185,0.090702
7.870,272.297,0.100568
7.880,135.326,0.139310
7.890,152.838,0.076568
7.900,203.762,0.075087
7.910,206.399,0.136678
7.920,208.983,0.377572
7.930,208.845,0.153821
7.940,125.154,0.022192
7.950,129.067,0.101311
7.960,132.016,0.182018
7.970,135.185,0.081246
7.980,277.341,0.096944
7.990,283.671,0.286404
8.000,285.728,0.518866
8.010,286.359,0.299236
8.020,285.356,0.143542
8.030,286.716,0.183552
8.040,296.410,0.148603
8.050,123.954,0.028766
8.060,99.714,0.048036
8.070,98.427,0.155321
8.080,98.852,0.537028
8.090,98.637,0.485314
8.100,203.673,0.180104
8.110,204.046,0.312076
8.120,204.338,0.244052
8.130,199.875,0.337345
8.140,196.391,0.285318
8.150,189.864,0.041746
8.160,90.626,0.053739
8.170,362.952,0.184250
8.180,358.509,0.201891
8.190,31.970,0.046407
8.200,44.848,0.037960
